"","f1e","f2e","language","participant","text","group","consonant","phoneme"
"9360","584.29","2368.5","German","499507","fif","L1 Spanish bilingual","f","i"
"9361","984.51","2520.39","German","499507","fif","L1 Spanish bilingual","f","i"
"9362","529.67","953.65","German","499507","fof","L1 Spanish bilingual","f","o"
"9363","387.26","1357.78","German","499507","fuf","L1 Spanish bilingual","f","u"
"9364","872.51","1242.2","German","499507","paf","L1 Spanish bilingual","p","schwa"
"9365","748.16","1718.56","German","499507","puf","L1 Spanish bilingual","p","u"
"9366","612.5","827.68","German","499507","pof","L1 Spanish bilingual","p","o"
"9367","661.55","2044.82","German","499507","fuf","L1 Spanish bilingual","f","u"
"9368","658.87","1868.61","German","499507","puf","L1 Spanish bilingual","p","u"
"9369","821.9","1247.55","German","499507","faf","L1 Spanish bilingual","f","schwa"
"9370","880.73","1116.24","German","499507","faf","L1 Spanish bilingual","f","schwa"
"9371","938.41","2651.65","German","499507","pif","L1 Spanish bilingual","p","i"
"9372","892.16","1361.55","German","499507","paf","L1 Spanish bilingual","p","schwa"
"9373","703.68","1145.63","German","499507","faf","L1 Spanish bilingual","f","schwa"
"9374","583.08","2357.74","German","499507","fif","L1 Spanish bilingual","f","i"
"9375","420.87","1082.16","German","499507","pof","L1 Spanish bilingual","p","o"
"9376","375.51","882.8","German","499507","pof","L1 Spanish bilingual","p","o"
"9377","481.84","1808.16","German","499507","fuf","L1 Spanish bilingual","f","u"
"9378","324.97","2129.75","German","499507","puf","L1 Spanish bilingual","p","u"
"9379","477.72","848.78","German","499507","fof","L1 Spanish bilingual","f","o"
"9380","913.29","2496.15","German","499507","pif","L1 Spanish bilingual","p","i"
"9381","391.39","921.77","spanish","499507","fuf","L1 Spanish bilingual","f","u"
"9382","794.02","1276.3","spanish","499507","faf","L1 Spanish bilingual","f","a"
"9383","748.26","2119.96","spanish","499507","fif","L1 Spanish bilingual","f","i"
"9384","762.43","1292.9","spanish","499507","paf","L1 Spanish bilingual","p","a"
"9385","751.14","1246.97","spanish","499507","faf","L1 Spanish bilingual","f","a"
"9386","463.68","1347.6","spanish","499507","puf","L1 Spanish bilingual","p","u"
"9387","433.09","1041.49","spanish","499507","fuf","L1 Spanish bilingual","f","u"
"9388","887.55","2304.09","spanish","499507","pif","L1 Spanish bilingual","p","i"
"9389","604.43","897.12","spanish","499507","fof","L1 Spanish bilingual","f","o"
"9390","887.84","2158.33","spanish","499507","fif","L1 Spanish bilingual","f","i"
"9391","762.58","1323.72","spanish","499507","paf","L1 Spanish bilingual","p","a"
"9392","465.84","734.76","spanish","499507","fuf","L1 Spanish bilingual","f","u"
"9393","916.19","2320.87","spanish","499507","pif","L1 Spanish bilingual","p","i"
"9394","529.29","877.81","spanish","499507","fof","L1 Spanish bilingual","f","o"
"9395","385.46","1318.15","spanish","499507","puf","L1 Spanish bilingual","p","u"
"9396","609.36","1090.78","spanish","499507","pof","L1 Spanish bilingual","p","o"
"9397","1235.36","2545.3","spanish","499507","pif","L1 Spanish bilingual","p","i"
"9398","577.34","968.13","spanish","499507","pof","L1 Spanish bilingual","p","o"
"9399","410.31","775.74","spanish","499507","puf","L1 Spanish bilingual","p","u"
"9400","809.61","1290.78","spanish","499507","faf","L1 Spanish bilingual","f","a"
"9401","732.92","1311.28","spanish","499507","paf","L1 Spanish bilingual","p","a"
"9402","588.67","963.83","spanish","499507","fof","L1 Spanish bilingual","f","o"
"9403","562.03","957.47","spanish","499507","pof","L1 Spanish bilingual","p","o"
"9404","646.14","2240.62","spanish","499507","fif","L1 Spanish bilingual","f","i"
"9405","370.66","1093.81","english","499507","poof","L1 Spanish bilingual","p","u"
"9406","737.08","1156.75","english","499507","puff","L1 Spanish bilingual","p","schwa"
"9407","683.27","1123.84","english","499507","foff","L1 Spanish bilingual","f","o"
"9408","618.95","2272.9","english","499507","peef","L1 Spanish bilingual","p","i"
"9409","313.22","2206.66","english","499507","feef","L1 Spanish bilingual","f","i"
"9410","715.85","1083.73","english","499507","poff","L1 Spanish bilingual","p","o"
"9411","367.62","2203.02","english","499507","peef","L1 Spanish bilingual","p","i"
"9412","695.09","1070.17","english","499507","fuff","L1 Spanish bilingual","f","schwa"
"9413","667.48","1084.87","english","499507","poff","L1 Spanish bilingual","p","o"
"9414","639.5","992.05","english","499507","foff","L1 Spanish bilingual","f","o"
"9415","779.16","1304.68","english","499507","puff","L1 Spanish bilingual","p","schwa"
"9416","394.42","1165.67","english","499507","foof","L1 Spanish bilingual","f","u"
"9417","374","2175.63","english","499507","peef","L1 Spanish bilingual","p","i"
"9418","428.12","942.52","english","499507","foof","L1 Spanish bilingual","f","u"
"9419","579.85","1429.07","english","499507","poof","L1 Spanish bilingual","p","u"
"9420","426.91","1112.5","english","499507","foof","L1 Spanish bilingual","f","u"
"9421","735.14","1322.73","english","499507","poff","L1 Spanish bilingual","p","o"
"9422","728.74","1081","english","499507","foff","L1 Spanish bilingual","f","o"
"9423","710.1","1254.61","english","499507","fuff","L1 Spanish bilingual","f","schwa"
"9424","288.59","2584.19","english","499507","feef","L1 Spanish bilingual","f","i"
"9425","679.64","1182.41","english","499507","fuff","L1 Spanish bilingual","f","schwa"
"9426","507.9","1278.37","english","499507","poof","L1 Spanish bilingual","p","u"
"9427","614.74","2312.23","english","499507","feef","L1 Spanish bilingual","f","i"
"9428","818.08","1326.45","english","499507","puff","L1 Spanish bilingual","p","schwa"
"9429","296.37","2356.56","German","499511","fif","L1 Spanish bilingual","f","i"
"9430","454.98","809.06","German","499511","pof","L1 Spanish bilingual","p","o"
"9431","446.55","914.39","German","499511","pof","L1 Spanish bilingual","p","o"
"9432","301.34","2338.68","German","499511","pif","L1 Spanish bilingual","p","i"
"9433","337.41","1574.47","German","499511","puf","L1 Spanish bilingual","p","u"
"9434","286.01","2358.55","German","499511","fif","L1 Spanish bilingual","f","i"
"9435","274.38","2457.56","German","499511","pif","L1 Spanish bilingual","p","i"
"9436","807.81","1404.15","German","499511","paf","L1 Spanish bilingual","p","schwa"
"9437","708.74","1253.92","German","499511","faf","L1 Spanish bilingual","f","schwa"
"9438","314.14","1611.01","German","499511","puf","L1 Spanish bilingual","p","u"
"9439","508.94","1188.13","German","499511","fof","L1 Spanish bilingual","f","o"
"9440","774.9","1346.92","German","499511","paf","L1 Spanish bilingual","p","schwa"
"9441","278.89","2365.7","German","499511","fif","L1 Spanish bilingual","f","i"
"9442","477.92","880.25","German","499511","fof","L1 Spanish bilingual","f","o"
"9443","536.29","1563.01","German","499511","puf","L1 Spanish bilingual","p","u"
"9444","690.24","1335.08","German","499511","faf","L1 Spanish bilingual","f","schwa"
"9445","460.01","858.15","German","499511","faf","L1 Spanish bilingual","f","schwa"
"9446","271.17","2458.04","German","499511","pif","L1 Spanish bilingual","p","i"
"9447","548.87","1155.89","German","499511","fof","L1 Spanish bilingual","f","o"
"9448","1330.29","2134.46","German","499511","fuf","L1 Spanish bilingual","f","u"
"9449","1583.18","2260.39","German","499511","fuf","L1 Spanish bilingual","f","u"
"9450","445.92","837.58","German","499511","pof","L1 Spanish bilingual","p","o"
"9451","803.35","1318.72","German","499511","paf","L1 Spanish bilingual","p","schwa"
"9452","461.3","1708.87","German","499511","fuf","L1 Spanish bilingual","f","u"
"9453","610.15","1573.28","french","499511","paf","L1 Spanish bilingual","p","schwa"
"9454","373.83","1667.73","french","499511","puf","L1 Spanish bilingual","p","u"
"9455","286.53","2379.31","french","499511","fif","L1 Spanish bilingual","f","i"
"9456","524.86","1557.69","french","499511","faf","L1 Spanish bilingual","f","schwa"
"9457","598.23","1457.77","french","499511","pof","L1 Spanish bilingual","p","o"
"9458","305.06","2342.76","french","499511","fif","L1 Spanish bilingual","f","i"
"9459","299.83","2359.53","french","499511","pif","L1 Spanish bilingual","p","i"
"9460","338.96","1717.16","french","499511","fuf","L1 Spanish bilingual","f","u"
"9461","593.31","1305.95","french","499511","faf","L1 Spanish bilingual","f","schwa"
"9462","384.4","1683.25","french","499511","fuf","L1 Spanish bilingual","f","u"
"9463","659.52","1231.51","french","499511","fof","L1 Spanish bilingual","f","o"
"9464","632.17","1444.66","french","499511","paf","L1 Spanish bilingual","p","schwa"
"9465","615.54","1259.18","french","499511","pof","L1 Spanish bilingual","p","o"
"9466","365.59","2213.77","french","499511","pif","L1 Spanish bilingual","p","i"
"9467","404.02","1676.26","french","499511","puf","L1 Spanish bilingual","p","u"
"9468","580.08","1351.76","french","499511","fof","L1 Spanish bilingual","f","o"
"9469","610.57","1202.23","french","499511","fof","L1 Spanish bilingual","f","o"
"9470","312.43","2353.74","french","499511","fif","L1 Spanish bilingual","f","i"
"9471","629.06","1278.14","french","499511","pof","L1 Spanish bilingual","p","o"
"9472","507.65","1653.71","french","499511","paf","L1 Spanish bilingual","p","schwa"
"9473","376.15","1782.78","french","499511","fuf","L1 Spanish bilingual","f","u"
"9474","306.33","2444.06","french","499511","pif","L1 Spanish bilingual","p","i"
"9475","366.95","1708.65","french","499511","puf","L1 Spanish bilingual","p","u"
"9476","566.23","1504.76","french","499511","faf","L1 Spanish bilingual","f","schwa"
"9477","375.64","1465.16","english","499511","poof","L1 Spanish bilingual","p","u"
"9478","608.81","1255.56","english","499511","puff","L1 Spanish bilingual","p","schwa"
"9479","301.76","2406.06","english","499511","feef","L1 Spanish bilingual","f","i"
"9480","703.4","1235.48","english","499511","puff","L1 Spanish bilingual","p","schwa"
"9481","1259.68","2240.93","english","499511","fuff","L1 Spanish bilingual","f","schwa"
"9482","351.61","1447.5","english","499511","foof","L1 Spanish bilingual","f","u"
"9483","291.16","2400.97","english","499511","peef","L1 Spanish bilingual","p","i"
"9484","609.12","1229.3","english","499511","fuff","L1 Spanish bilingual","f","schwa"
"9485","298.59","2342.43","english","499511","peef","L1 Spanish bilingual","p","i"
"9486","352.23","1432.78","english","499511","poof","L1 Spanish bilingual","p","u"
"9487","572.3","1079.45","english","499511","poff","L1 Spanish bilingual","p","o"
"9488","701.39","1087.81","english","499511","poff","L1 Spanish bilingual","p","o"
"9489","282.39","2272.77","english","499511","feef","L1 Spanish bilingual","f","i"
"9490","721.56","1152.06","english","499511","poff","L1 Spanish bilingual","p","o"
"9491","407.15","1360.86","english","499511","foof","L1 Spanish bilingual","f","u"
"9492","295.47","2353.14","english","499511","feef","L1 Spanish bilingual","f","i"
"9493","905.39","2041.47","english","499511","fuff","L1 Spanish bilingual","f","schwa"
"9494","605.88","994.15","english","499511","foff","L1 Spanish bilingual","f","o"
"9495","278.01","2392.81","english","499511","peef","L1 Spanish bilingual","p","i"
"9496","678.38","1161.06","english","499511","puff","L1 Spanish bilingual","p","schwa"
"9497","628.47","1234.43","english","499511","foff","L1 Spanish bilingual","f","o"
"9498","350.61","1574.25","english","499511","poof","L1 Spanish bilingual","p","u"
"9499","658.53","1013.57","english","499511","foff","L1 Spanish bilingual","f","o"
"9500","560.97","1800.83","english","499511","foof","L1 Spanish bilingual","f","u"
"9501","320.19","2316.26","spanish","499511","fif","L1 Spanish bilingual","f","i"
"9502","358","999.06","spanish","499511","fuf","L1 Spanish bilingual","f","u"
"9503","633.35","1008.36","spanish","499511","fof","L1 Spanish bilingual","f","o"
"9504","617.84","1757.5","spanish","499511","fuf","L1 Spanish bilingual","f","u"
"9505","659.66","977.75","spanish","499511","fof","L1 Spanish bilingual","f","o"
"9506","609.77","1820.86","spanish","499511","puf","L1 Spanish bilingual","p","u"
"9507","914.96","1375.27","spanish","499511","paf","L1 Spanish bilingual","p","a"
"9508","472.72","984.19","spanish","499511","puf","L1 Spanish bilingual","p","u"
"9509","300.87","2403.37","spanish","499511","pif","L1 Spanish bilingual","p","i"
"9510","443.86","1330.99","spanish","499511","puf","L1 Spanish bilingual","p","u"
"9511","290.79","2451.58","spanish","499511","fif","L1 Spanish bilingual","f","i"
"9512","775.65","1471.83","spanish","499511","fof","L1 Spanish bilingual","f","o"
"9513","797.43","1293.61","spanish","499511","faf","L1 Spanish bilingual","f","a"
"9514","714.47","990.24","spanish","499511","pof","L1 Spanish bilingual","p","o"
"9515","322.65","2444.03","spanish","499511","pif","L1 Spanish bilingual","p","i"
"9516","312.86","2347.36","spanish","499511","fif","L1 Spanish bilingual","f","i"
"9517","730.7","1208.1","spanish","499511","pof","L1 Spanish bilingual","p","o"
"9518","343.38","1191.52","spanish","499511","fuf","L1 Spanish bilingual","f","u"
"9519","850.69","1419.94","spanish","499511","faf","L1 Spanish bilingual","f","a"
"9520","687.43","1021.99","spanish","499511","pof","L1 Spanish bilingual","p","o"
"9521","832.91","1329.58","spanish","499511","paf","L1 Spanish bilingual","p","a"
"9522","737.7","1338.11","spanish","499511","faf","L1 Spanish bilingual","f","a"
"9523","353.75","2352.53","spanish","499511","pif","L1 Spanish bilingual","p","i"
"9524","839.13","1343.01","spanish","499511","paf","L1 Spanish bilingual","p","a"
"9525","719.43","1748.8","french","499512","faf","L1 Spanish bilingual","f","schwa"
"9526","731.49","1517.38","french","499512","pof","L1 Spanish bilingual","p","o"
"9527","781.82","1464.76","french","499512","fof","L1 Spanish bilingual","f","o"
"9528","410.09","1756.58","french","499512","fuf","L1 Spanish bilingual","f","u"
"9529","530.68","1870.94","french","499512","fuf","L1 Spanish bilingual","f","u"
"9530","473.75","1582.53","french","499512","puf","L1 Spanish bilingual","p","u"
"9531","664.37","1385.07","french","499512","pof","L1 Spanish bilingual","p","o"
"9532","740.99","1737.32","french","499512","paf","L1 Spanish bilingual","p","schwa"
"9533","719.29","1451.11","french","499512","pof","L1 Spanish bilingual","p","o"
"9534","392.75","2687.52","french","499512","pif","L1 Spanish bilingual","p","i"
"9535","660.73","1266.28","french","499512","paf","L1 Spanish bilingual","p","schwa"
"9536","770.42","1773.59","french","499512","paf","L1 Spanish bilingual","p","schwa"
"9537","773.18","2205.89","french","499512","fif","L1 Spanish bilingual","f","i"
"9538","478.54","1951.42","french","499512","puf","L1 Spanish bilingual","p","u"
"9539","408.21","2803.41","french","499512","pif","L1 Spanish bilingual","p","i"
"9540","697.82","2226.57","french","499512","pif","L1 Spanish bilingual","p","i"
"9541","586.32","1509.73","french","499512","puf","L1 Spanish bilingual","p","u"
"9542","710.06","1447.92","french","499512","fof","L1 Spanish bilingual","f","o"
"9543","353.08","2735.32","french","499512","fif","L1 Spanish bilingual","f","i"
"9544","515.53","1837.66","french","499512","fuf","L1 Spanish bilingual","f","u"
"9545","733.77","1798.77","french","499512","faf","L1 Spanish bilingual","f","schwa"
"9546","513.06","2169.12","french","499512","fif","L1 Spanish bilingual","f","i"
"9547","766.35","1501.09","french","499512","faf","L1 Spanish bilingual","f","schwa"
"9548","674.92","1615.38","french","499512","fof","L1 Spanish bilingual","f","o"
