"","choice","language_chosen","slider.response","stim","participant","frame","stim_language","phoneme","L1","language_choice_num","choice_num"
"8676","son","span","4.013889058","stim/pof_g.wav","608886445a92c991daa8f03f","bilabial","German","o","Spanish",0,5
"8677","feel","eng","3.991666667","stim/fief_g.wav","608886445a92c991daa8f03f","fricative","German","i","Spanish",1,7
"8678","feel","eng","3.991666667","stim/pief_g.wav","608886445a92c991daa8f03f","bilabial","German","i","Spanish",1,7
"8679","su","span","2.002777863","stim/feuf_g.wav","608886445a92c991daa8f03f","fricative","German","y","Spanish",0,6
"8680","fought","eng","4.977778117","stim/fof_g.wav","608886445a92c991daa8f03f","fricative","German","o","Spanish",1,4
"8681","fool","eng","2.987268099","stim/feuf_g.wav","60943427c11ddfd172f619e3","fricative","German","y","Spanish",1,2
"8682","fought","eng","3.99734748","stim/fof_g.wav","60943427c11ddfd172f619e3","fricative","German","o","Spanish",1,4
"8683","fun","eng","4.570291777","stim/p_schwa_g.wav","60943427c11ddfd172f619e3","bilabial","German","schwa","Spanish",1,3
"8684","feel","eng","3.827586207","stim/fief_g.wav","60943427c11ddfd172f619e3","fricative","German","i","Spanish",1,7
"8685","fool","eng","3.280106036","stim/peuf_g.wav","60943427c11ddfd172f619e3","bilabial","German","y","Spanish",1,2
"8686","fought","eng","3.004243967","stim/f_schwa_g.wav","60943427c11ddfd172f619e3","fricative","German","schwa","Spanish",1,4
"8687","fought","eng","3.004243967","stim/pof_g.wav","60943427c11ddfd172f619e3","bilabial","German","o","Spanish",1,4
"8688","fin","span","3.004243967","stim/pief_g.wav","60943427c11ddfd172f619e3","bilabial","German","i","Spanish",0,1
"8689","fool","eng","3.980371288","stim/feuf_g.wav","60943427c11ddfd172f619e3","fricative","German","y","Spanish",1,2
"8690","fool","eng","3.980371288","stim/peuf_g.wav","60943427c11ddfd172f619e3","bilabial","German","y","Spanish",1,2
"8691","feel","eng","3.016976192","stim/pief_g.wav","60943427c11ddfd172f619e3","bilabial","German","i","Spanish",1,7
"8692","fin","span","4.964986867","stim/fief_g.wav","60943427c11ddfd172f619e3","fricative","German","i","Spanish",0,1
"8693","son","span","3.929443036","stim/fof_g.wav","60943427c11ddfd172f619e3","fricative","German","o","Spanish",0,5
"8694","fun","eng","1.998408553","stim/f_schwa_g.wav","60943427c11ddfd172f619e3","fricative","German","schwa","Spanish",1,3
"8695","fun","eng","1.998408553","stim/p_schwa_g.wav","60943427c11ddfd172f619e3","bilabial","German","schwa","Spanish",1,3
"8696","fought","eng","3.008488258","stim/pof_g.wav","60943427c11ddfd172f619e3","bilabial","German","o","Spanish",1,4
"8697","fin","span","3.988859546","stim/pief_g.wav","60943427c11ddfd172f619e3","bilabial","German","i","Spanish",0,1
"8698","fought","eng","4.120424468","stim/fof_g.wav","60943427c11ddfd172f619e3","fricative","German","o","Spanish",1,4
"8699","fun","eng","4.031299864","stim/f_schwa_g.wav","60943427c11ddfd172f619e3","fricative","German","schwa","Spanish",1,3
"8700","son","span","2.354907291","stim/pof_g.wav","60943427c11ddfd172f619e3","bilabial","German","o","Spanish",0,5
"8701","feel","eng","1.629177751","stim/fief_g.wav","60943427c11ddfd172f619e3","fricative","German","i","Spanish",1,7
"8702","fought","eng","4.014323672","stim/p_schwa_g.wav","60943427c11ddfd172f619e3","bilabial","German","schwa","Spanish",1,4
"8703","fool","eng","3.99734748","stim/peuf_g.wav","60943427c11ddfd172f619e3","bilabial","German","y","Spanish",1,2
"8704","fool","eng","3.364986673","stim/feuf_g.wav","60943427c11ddfd172f619e3","fricative","German","y","Spanish",1,2
"8705","fin","span","4.960742576","stim/pief_g.wav","60943427c11ddfd172f619e3","bilabial","German","i","Spanish",0,1
"8706","fin","span","4.969231158","stim/p_schwa_g.wav","60943427c11ddfd172f619e3","bilabial","German","schwa","Spanish",0,1
"8707","fought","eng","2.066312997","stim/pof_g.wav","60943427c11ddfd172f619e3","bilabial","German","o","Spanish",1,4
"8708","fun","eng","3.729973669","stim/f_schwa_g.wav","60943427c11ddfd172f619e3","fricative","German","schwa","Spanish",1,3
"8709","fought","eng","3.980371288","stim/fof_g.wav","60943427c11ddfd172f619e3","fricative","German","o","Spanish",1,4
"8710","fool","eng","3.980371288","stim/feuf_g.wav","60943427c11ddfd172f619e3","fricative","German","y","Spanish",1,2
"8711","fool","eng","3.980371288","stim/fief_g.wav","60943427c11ddfd172f619e3","fricative","German","i","Spanish",1,2
"8712","fool","eng","3.980371288","stim/peuf_g.wav","60943427c11ddfd172f619e3","bilabial","German","y","Spanish",1,2
"8713","fun","eng","2.469496021","stim/p_schwa_g.wav","60943427c11ddfd172f619e3","bilabial","German","schwa","Spanish",1,3
"8714","feel","eng","3.356498738","stim/fief_g.wav","60943427c11ddfd172f619e3","fricative","German","i","Spanish",1,7
"8715","feel","eng","3.356498738","stim/pief_g.wav","60943427c11ddfd172f619e3","bilabial","German","i","Spanish",1,7
"8716","fun","eng","1.875331565","stim/f_schwa_g.wav","60943427c11ddfd172f619e3","fricative","German","schwa","Spanish",1,3
"8717","fought","eng","3.615384615","stim/pof_g.wav","60943427c11ddfd172f619e3","bilabial","German","o","Spanish",1,4
"8718","fool","eng","3.615384615","stim/peuf_g.wav","60943427c11ddfd172f619e3","bilabial","German","y","Spanish",1,2
"8719","fought","eng","3.615384615","stim/fof_g.wav","60943427c11ddfd172f619e3","fricative","German","o","Spanish",1,4
"8720","fool","eng","3.615384615","stim/feuf_g.wav","60943427c11ddfd172f619e3","fricative","German","y","Spanish",1,2
"8721","fool","eng","3.992592593","stim/peuf_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","y","Spanish",1,2
"8722","fought","eng","4.992592593","stim/f_schwa_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","schwa","Spanish",1,4
"8723","su","span","4.1","stim/fof_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","o","Spanish",0,6
"8724","fool","eng","4.881481481","stim/feuf_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","y","Spanish",1,2
"8725","feel","eng","4.937037037","stim/fief_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","i","Spanish",1,7
"8726","fought","eng","3.011111111","stim/p_schwa_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","schwa","Spanish",1,4
"8727","fool","eng","4.011111111","stim/pof_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","o","Spanish",1,2
"8728","feel","eng","4.044444444","stim/pief_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","i","Spanish",1,7
"8729","fun","eng","3.988888889","stim/f_schwa_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","schwa","Spanish",1,3
"8730","fool","eng","3.981481481","stim/feuf_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","y","Spanish",1,2
"8731","feel","eng","4.959259259","stim/fief_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","i","Spanish",1,7
"8732","fool","eng","4.02962963","stim/pof_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","o","Spanish",1,2
"8733","su","span","3","stim/fof_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","o","Spanish",0,6
"8734","fool","eng","4.951851852","stim/peuf_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","y","Spanish",1,2
"8735","son","span","4","stim/p_schwa_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","schwa","Spanish",0,5
"8736","feel","eng","4.955555556","stim/pief_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","i","Spanish",1,7
"8737","fool","eng","4.97037037","stim/feuf_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","y","Spanish",1,2
"8738","feel","eng","4.981481481","stim/fief_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","i","Spanish",1,7
"8739","fought","eng","4.981481481","stim/f_schwa_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","schwa","Spanish",1,4
"8740","fin","span","3.985185185","stim/pief_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","i","Spanish",0,1
"8741","fool","eng","3.996296296","stim/peuf_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","y","Spanish",1,2
"8742","su","span","3.981481481","stim/pof_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","o","Spanish",0,6
"8743","fool","eng","4.988888889","stim/fof_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","o","Spanish",1,2
"8744","fought","eng","4.988888889","stim/p_schwa_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","schwa","Spanish",1,4
"8745","fool","eng","4.977777778","stim/peuf_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","y","Spanish",1,2
"8746","fool","eng","4.962962963","stim/fof_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","o","Spanish",1,2
"8747","fool","eng","4.962962963","stim/pof_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","o","Spanish",1,2
"8748","feel","eng","4.962962963","stim/fief_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","i","Spanish",1,7
"8749","fin","span","4.966666667","stim/pief_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","i","Spanish",0,1
"8750","fought","eng","4.966666667","stim/f_schwa_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","schwa","Spanish",1,4
"8751","su","span","4.022222222","stim/feuf_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","y","Spanish",0,6
"8752","fought","eng","3.992592593","stim/p_schwa_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","schwa","Spanish",1,4
"8753","fought","eng","4.977777778","stim/f_schwa_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","schwa","Spanish",1,4
"8754","feel","eng","4.97037037","stim/fief_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","i","Spanish",1,7
"8755","feel","eng","4.97037037","stim/pief_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","i","Spanish",1,7
"8756","fought","eng","4.97037037","stim/peuf_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","y","Spanish",1,4
"8757","fool","eng","4.948148148","stim/fof_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","o","Spanish",1,2
"8758","fought","eng","4.948148148","stim/feuf_g.wav","60a4cadc8c4109eeeb9fda14","fricative","German","y","Spanish",1,4
"8759","fun","eng","4.948148148","stim/p_schwa_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","schwa","Spanish",1,3
"8760","su","span","4.018518519","stim/pof_g.wav","60a4cadc8c4109eeeb9fda14","bilabial","German","o","Spanish",0,6
"8761","fool","eng","2.974074187","stim/pof_g.wav","60b3db45abbe2124a40638b8","bilabial","German","o","Spanish",1,2
"8762","feel","eng","2.107407464","stim/p_schwa_g.wav","60b3db45abbe2124a40638b8","bilabial","German","schwa","Spanish",1,7
"8763","fin","span","4.048148261","stim/peuf_g.wav","60b3db45abbe2124a40638b8","bilabial","German","y","Spanish",0,1
"8764","feel","eng","2.111111111","stim/feuf_g.wav","60b3db45abbe2124a40638b8","fricative","German","y","Spanish",1,7
"8765","fought","eng","2.111111111","stim/f_schwa_g.wav","60b3db45abbe2124a40638b8","fricative","German","schwa","Spanish",1,4
"8766","feel","eng","2.111111111","stim/pief_g.wav","60b3db45abbe2124a40638b8","bilabial","German","i","Spanish",1,7
"8767","feel","eng","2.111111111","stim/fief_g.wav","60b3db45abbe2124a40638b8","fricative","German","i","Spanish",1,7
"8768","fought","eng","4.862963076","stim/fof_g.wav","60b3db45abbe2124a40638b8","fricative","German","o","Spanish",1,4
"8769","fun","eng","2.03333339","stim/p_schwa_g.wav","60b3db45abbe2124a40638b8","bilabial","German","schwa","Spanish",1,3
"8770","fought","eng","4.981481481","stim/pof_g.wav","60b3db45abbe2124a40638b8","bilabial","German","o","Spanish",1,4
"8771","feel","eng","3.140740854","stim/pief_g.wav","60b3db45abbe2124a40638b8","bilabial","German","i","Spanish",1,7
"8772","fought","eng","4.903704043","stim/fof_g.wav","60b3db45abbe2124a40638b8","fricative","German","o","Spanish",1,4
"8773","feel","eng","3.007407577","stim/fief_g.wav","60b3db45abbe2124a40638b8","fricative","German","i","Spanish",1,7
"8774","feel","eng","1.014814871","stim/peuf_g.wav","60b3db45abbe2124a40638b8","bilabial","German","y","Spanish",1,7
"8775","fun","eng","1.907407407","stim/f_schwa_g.wav","60b3db45abbe2124a40638b8","fricative","German","schwa","Spanish",1,3
"8776","fought","eng","4.748148035","stim/feuf_g.wav","60b3db45abbe2124a40638b8","fricative","German","y","Spanish",1,4
"8777","feel","eng","2.085185298","stim/pief_g.wav","60b3db45abbe2124a40638b8","bilabial","German","i","Spanish",1,7
"8778","fun","eng","1.996296353","stim/f_schwa_g.wav","60b3db45abbe2124a40638b8","fricative","German","schwa","Spanish",1,3
"8779","fool","eng","1.996296353","stim/peuf_g.wav","60b3db45abbe2124a40638b8","bilabial","German","y","Spanish",1,2
"8780","fool","eng","1.996296353","stim/feuf_g.wav","60b3db45abbe2124a40638b8","fricative","German","y","Spanish",1,2
"8781","fought","eng","4.970370257","stim/fof_g.wav","60b3db45abbe2124a40638b8","fricative","German","o","Spanish",1,4
"8782","feel","eng","3.048148261","stim/fief_g.wav","60b3db45abbe2124a40638b8","fricative","German","i","Spanish",1,7
"8783","fought","eng","4.896296183","stim/pof_g.wav","60b3db45abbe2124a40638b8","bilabial","German","o","Spanish",1,4
"8784","fought","eng","1.133333418","stim/p_schwa_g.wav","60b3db45abbe2124a40638b8","bilabial","German","schwa","Spanish",1,4
"8785","fun","eng","1.137037065","stim/p_schwa_g.wav","60b3db45abbe2124a40638b8","bilabial","German","schwa","Spanish",1,3
"8786","feel","eng","2.981481481","stim/feuf_g.wav","60b3db45abbe2124a40638b8","fricative","German","y","Spanish",1,7
"8787","feel","eng","2.977777834","stim/fief_g.wav","60b3db45abbe2124a40638b8","fricative","German","i","Spanish",1,7
"8788","feel","eng","2.977777834","stim/pief_g.wav","60b3db45abbe2124a40638b8","bilabial","German","i","Spanish",1,7
"8789","fought","eng","2.977777834","stim/fof_g.wav","60b3db45abbe2124a40638b8","fricative","German","o","Spanish",1,4
"8790","fool","eng","1.962962963","stim/f_schwa_g.wav","60b3db45abbe2124a40638b8","fricative","German","schwa","Spanish",1,2
"8791","fin","span","1.962962963","stim/peuf_g.wav","60b3db45abbe2124a40638b8","bilabial","German","y","Spanish",0,1
"8792","fought","eng","4.996296635","stim/pof_g.wav","60b3db45abbe2124a40638b8","bilabial","German","o","Spanish",1,4
"8793","fun","eng","1.092592593","stim/p_schwa_g.wav","60b3db45abbe2124a40638b8","bilabial","German","schwa","Spanish",1,3
"8794","fin","span","1.12962963","stim/fief_g.wav","60b3db45abbe2124a40638b8","fricative","German","i","Spanish",0,1
"8795","fought","eng","3.90370376","stim/pof_g.wav","60b3db45abbe2124a40638b8","bilabial","German","o","Spanish",1,4
"8796","fin","span","2.074074074","stim/peuf_g.wav","60b3db45abbe2124a40638b8","bilabial","German","y","Spanish",0,1
"8797","fool","eng","2.048148261","stim/f_schwa_g.wav","60b3db45abbe2124a40638b8","fricative","German","schwa","Spanish",1,2
"8798","fool","eng","2.948148092","stim/fof_g.wav","60b3db45abbe2124a40638b8","fricative","German","o","Spanish",1,2
"8799","fin","span","2.948148092","stim/pief_g.wav","60b3db45abbe2124a40638b8","bilabial","German","i","Spanish",0,1
"8800","fool","eng","3.988889058","stim/feuf_g.wav","60b3db45abbe2124a40638b8","fricative","German","y","Spanish",1,2
"8801","su","span","3.010416667","stim/peuf_g.wav","60b805f47d6292141781c36e","bilabial","German","y","Spanish",0,6
"8802","fin","span","4.015625","stim/fief_g.wav","60b805f47d6292141781c36e","fricative","German","i","Spanish",0,1
"8803","fought","eng","4.020833333","stim/fof_g.wav","60b805f47d6292141781c36e","fricative","German","o","Spanish",1,4
"8804","fool","eng","2.979166667","stim/pof_g.wav","60b805f47d6292141781c36e","bilabial","German","o","Spanish",1,2
"8805","feel","eng","4.020833333","stim/feuf_g.wav","60b805f47d6292141781c36e","fricative","German","y","Spanish",1,7
"8806","fin","span","3","stim/pief_g.wav","60b805f47d6292141781c36e","bilabial","German","i","Spanish",0,1
"8807","fought","eng","1.046875","stim/f_schwa_g.wav","60b805f47d6292141781c36e","fricative","German","schwa","Spanish",1,4
"8808","fought","eng","2.03125","stim/p_schwa_g.wav","60b805f47d6292141781c36e","bilabial","German","schwa","Spanish",1,4
"8809","fin","span","3.020833333","stim/fief_g.wav","60b805f47d6292141781c36e","fricative","German","i","Spanish",0,1
"8810","fun","eng","4.026041667","stim/feuf_g.wav","60b805f47d6292141781c36e","fricative","German","y","Spanish",1,3
"8811","feel","eng","2","stim/pief_g.wav","60b805f47d6292141781c36e","bilabial","German","i","Spanish",1,7
"8812","fought","eng","1.979166667","stim/f_schwa_g.wav","60b805f47d6292141781c36e","fricative","German","schwa","Spanish",1,4
"8813","fool","eng","2.026041667","stim/fof_g.wav","60b805f47d6292141781c36e","fricative","German","o","Spanish",1,2
"8814","fool","eng","3.015625","stim/pof_g.wav","60b805f47d6292141781c36e","bilabial","German","o","Spanish",1,2
"8815","fought","eng","1.989583333","stim/p_schwa_g.wav","60b805f47d6292141781c36e","bilabial","German","schwa","Spanish",1,4
"8816","fought","eng","1.010416667","stim/peuf_g.wav","60b805f47d6292141781c36e","bilabial","German","y","Spanish",1,4
"8817","fun","eng","1.03125","stim/f_schwa_g.wav","60b805f47d6292141781c36e","fricative","German","schwa","Spanish",1,3
"8818","feel","eng","3.963541667","stim/fief_g.wav","60b805f47d6292141781c36e","fricative","German","i","Spanish",1,7
"8819","fin","span","2.984375","stim/pief_g.wav","60b805f47d6292141781c36e","bilabial","German","i","Spanish",0,1
"8820","fool","eng","2.994791667","stim/feuf_g.wav","60b805f47d6292141781c36e","fricative","German","y","Spanish",1,2
"8821","fought","eng","1.005208333","stim/p_schwa_g.wav","60b805f47d6292141781c36e","bilabial","German","schwa","Spanish",1,4
"8822","fool","eng","3.015625","stim/pof_g.wav","60b805f47d6292141781c36e","bilabial","German","o","Spanish",1,2
"8823","fool","eng","2.984375","stim/fof_g.wav","60b805f47d6292141781c36e","fricative","German","o","Spanish",1,2
"8824","fought","eng","2.026041667","stim/peuf_g.wav","60b805f47d6292141781c36e","bilabial","German","y","Spanish",1,4
"8825","fool","eng","3.005208333","stim/feuf_g.wav","60b805f47d6292141781c36e","fricative","German","y","Spanish",1,2
"8826","fool","eng","3.166666667","stim/pof_g.wav","60b805f47d6292141781c36e","bilabial","German","o","Spanish",1,2
"8827","fought","eng","1.151041667","stim/f_schwa_g.wav","60b805f47d6292141781c36e","fricative","German","schwa","Spanish",1,4
"8828","son","span","3.338541667","stim/peuf_g.wav","60b805f47d6292141781c36e","bilabial","German","y","Spanish",0,5
"8829","fought","eng","1.03125","stim/p_schwa_g.wav","60b805f47d6292141781c36e","bilabial","German","schwa","Spanish",1,4
"8830","fin","span","3.869791667","stim/fief_g.wav","60b805f47d6292141781c36e","fricative","German","i","Spanish",0,1
"8831","fool","eng","3.854166667","stim/fof_g.wav","60b805f47d6292141781c36e","fricative","German","o","Spanish",1,2
"8832","fin","span","4.182291667","stim/pief_g.wav","60b805f47d6292141781c36e","bilabial","German","i","Spanish",0,1
"8833","fin","span","3.979166667","stim/pief_g.wav","60b805f47d6292141781c36e","bilabial","German","i","Spanish",0,1
"8834","fought","eng","1.036458333","stim/p_schwa_g.wav","60b805f47d6292141781c36e","bilabial","German","schwa","Spanish",1,4
"8835","fool","eng","2.671875","stim/feuf_g.wav","60b805f47d6292141781c36e","fricative","German","y","Spanish",1,2
"8836","fun","eng","3.286458333","stim/peuf_g.wav","60b805f47d6292141781c36e","bilabial","German","y","Spanish",1,3
"8837","son","span","3.239583333","stim/pof_g.wav","60b805f47d6292141781c36e","bilabial","German","o","Spanish",0,5
"8838","feel","eng","3.458333333","stim/fief_g.wav","60b805f47d6292141781c36e","fricative","German","i","Spanish",1,7
"8839","fool","eng","2.979166667","stim/fof_g.wav","60b805f47d6292141781c36e","fricative","German","o","Spanish",1,2
"8840","fought","eng","3.161458333","stim/f_schwa_g.wav","60b805f47d6292141781c36e","fricative","German","schwa","Spanish",1,4
"8841","fin","span","3.974435764","stim/pief_g.wav","611023befc2052d878c7f50c","bilabial","German","i","Spanish",0,1
"8842","feel","eng","4.0015625","stim/fief_g.wav","611023befc2052d878c7f50c","fricative","German","i","Spanish",1,7
"8843","fought","eng","4.990668403","stim/feuf_g.wav","611023befc2052d878c7f50c","fricative","German","y","Spanish",1,4
"8844","fun","eng","3.997323495","stim/f_schwa_g.wav","611023befc2052d878c7f50c","fricative","German","schwa","Spanish",1,3
"8845","fought","eng","4.030541088","stim/peuf_g.wav","611023befc2052d878c7f50c","bilabial","German","y","Spanish",1,4
"8846","fought","eng","4.012311921","stim/p_schwa_g.wav","611023befc2052d878c7f50c","bilabial","German","schwa","Spanish",1,4
"8847","son","span","3.006756366","stim/pof_g.wav","611023befc2052d878c7f50c","bilabial","German","o","Spanish",0,5
"8848","fun","eng","4.011993634","stim/fof_g.wav","611023befc2052d878c7f50c","fricative","German","o","Spanish",1,3
"8849","fought","eng","4.014945023","stim/feuf_g.wav","611023befc2052d878c7f50c","fricative","German","y","Spanish",1,4
"8850","fought","eng","3.988425926","stim/f_schwa_g.wav","611023befc2052d878c7f50c","fricative","German","schwa","Spanish",1,4
"8851","feel","eng","4.992505787","stim/fief_g.wav","611023befc2052d878c7f50c","fricative","German","i","Spanish",1,7
"8852","fought","eng","4.011342593","stim/pof_g.wav","611023befc2052d878c7f50c","bilabial","German","o","Spanish",1,4
"8853","fought","eng","4.966015625","stim/fof_g.wav","611023befc2052d878c7f50c","fricative","German","o","Spanish",1,4
"8854","fin","span","4.600766782","stim/pief_g.wav","611023befc2052d878c7f50c","bilabial","German","i","Spanish",0,1
"8855","su","span","3.984649884","stim/peuf_g.wav","611023befc2052d878c7f50c","bilabial","German","y","Spanish",0,6
"8856","fought","eng","3.936892361","stim/p_schwa_g.wav","611023befc2052d878c7f50c","bilabial","German","schwa","Spanish",1,4
"8857","fought","eng","4.003819444","stim/pof_g.wav","611023befc2052d878c7f50c","bilabial","German","o","Spanish",1,4
"8858","fought","eng","3.704861111","stim/p_schwa_g.wav","611023befc2052d878c7f50c","bilabial","German","schwa","Spanish",1,4
"8859","fin","span","4.931886574","stim/pief_g.wav","611023befc2052d878c7f50c","bilabial","German","i","Spanish",0,1
"8860","fought","eng","4.825954861","stim/feuf_g.wav","611023befc2052d878c7f50c","fricative","German","y","Spanish",1,4
"8861","fought","eng","3.522554977","stim/f_schwa_g.wav","611023befc2052d878c7f50c","fricative","German","schwa","Spanish",1,4
"8862","feel","eng","4.977792245","stim/fief_g.wav","611023befc2052d878c7f50c","fricative","German","i","Spanish",1,7
"8863","fun","eng","3.969401042","stim/peuf_g.wav","611023befc2052d878c7f50c","bilabial","German","y","Spanish",1,3
"8864","fool","eng","4.769401042","stim/fof_g.wav","611023befc2052d878c7f50c","fricative","German","o","Spanish",1,2
"8865","feel","eng","3.608912037","stim/pief_g.wav","611023befc2052d878c7f50c","bilabial","German","i","Spanish",1,7
"8866","fought","eng","3.992071759","stim/p_schwa_g.wav","611023befc2052d878c7f50c","bilabial","German","schwa","Spanish",1,4
"8867","fought","eng","4.309201389","stim/pof_g.wav","611023befc2052d878c7f50c","bilabial","German","o","Spanish",1,4
"8868","fool","eng","3.490364583","stim/peuf_g.wav","611023befc2052d878c7f50c","bilabial","German","y","Spanish",1,2
"8869","feel","eng","4.31604456","stim/fief_g.wav","611023befc2052d878c7f50c","fricative","German","i","Spanish",1,7
"8870","fought","eng","3.841102431","stim/f_schwa_g.wav","611023befc2052d878c7f50c","fricative","German","schwa","Spanish",1,4
"8871","fought","eng","3.997670718","stim/fof_g.wav","611023befc2052d878c7f50c","fricative","German","o","Spanish",1,4
"8872","fool","eng","4.548770255","stim/feuf_g.wav","611023befc2052d878c7f50c","fricative","German","y","Spanish",1,2
"8873","fun","eng","4.36724537","stim/peuf_g.wav","611023befc2052d878c7f50c","bilabial","German","y","Spanish",1,3
"8874","fought","eng","3.808405671","stim/fof_g.wav","611023befc2052d878c7f50c","fricative","German","o","Spanish",1,4
"8875","fought","eng","3.561458333","stim/f_schwa_g.wav","611023befc2052d878c7f50c","fricative","German","schwa","Spanish",1,4
"8876","fought","eng","2.849262153","stim/p_schwa_g.wav","611023befc2052d878c7f50c","bilabial","German","schwa","Spanish",1,4
"8877","feel","eng","3.982378472","stim/fief_g.wav","611023befc2052d878c7f50c","fricative","German","i","Spanish",1,7
"8878","fought","eng","4.183709491","stim/feuf_g.wav","611023befc2052d878c7f50c","fricative","German","y","Spanish",1,4
"8879","fin","span","3.782855903","stim/pief_g.wav","611023befc2052d878c7f50c","bilabial","German","i","Spanish",0,1
"8880","fool","eng","3.31796875","stim/pof_g.wav","611023befc2052d878c7f50c","bilabial","German","o","Spanish",1,2
"8881","feel","eng","2.981481481","stim/pief_g.wav","61135eb097c6eb84381896ac","bilabial","German","i","Spanish",1,7
"8882","fought","eng","3.018518519","stim/fof_g.wav","61135eb097c6eb84381896ac","fricative","German","o","Spanish",1,4
"8883","fun","eng","2.011111111","stim/f_schwa_g.wav","61135eb097c6eb84381896ac","fricative","German","schwa","Spanish",1,3
"8884","fool","eng","1.003703704","stim/peuf_g.wav","61135eb097c6eb84381896ac","bilabial","German","y","Spanish",1,2
"8885","fought","eng","2","stim/pof_g.wav","61135eb097c6eb84381896ac","bilabial","German","o","Spanish",1,4
"8886","fought","eng","1.018518519","stim/p_schwa_g.wav","61135eb097c6eb84381896ac","bilabial","German","schwa","Spanish",1,4
"8887","fun","eng","1.992592593","stim/feuf_g.wav","61135eb097c6eb84381896ac","fricative","German","y","Spanish",1,3
"8888","feel","eng","2.959259259","stim/fief_g.wav","61135eb097c6eb84381896ac","fricative","German","i","Spanish",1,7
"8889","fought","eng","1.992592593","stim/peuf_g.wav","61135eb097c6eb84381896ac","bilabial","German","y","Spanish",1,4
"8890","fun","eng","2.92962963","stim/p_schwa_g.wav","61135eb097c6eb84381896ac","bilabial","German","schwa","Spanish",1,3
"8891","fought","eng","2.918518519","stim/fof_g.wav","61135eb097c6eb84381896ac","fricative","German","o","Spanish",1,4
"8892","fool","eng","2.011111111","stim/feuf_g.wav","61135eb097c6eb84381896ac","fricative","German","y","Spanish",1,2
"8893","fin","span","1.992592593","stim/pief_g.wav","61135eb097c6eb84381896ac","bilabial","German","i","Spanish",0,1
"8894","fin","span","1.977777778","stim/fief_g.wav","61135eb097c6eb84381896ac","fricative","German","i","Spanish",0,1
"8895","fun","eng","2.025925926","stim/f_schwa_g.wav","61135eb097c6eb84381896ac","fricative","German","schwa","Spanish",1,3
"8896","fought","eng","3","stim/pof_g.wav","61135eb097c6eb84381896ac","bilabial","German","o","Spanish",1,4
"8897","fin","span","1.996296296","stim/feuf_g.wav","61135eb097c6eb84381896ac","fricative","German","y","Spanish",0,1
"8898","fool","eng","3","stim/fof_g.wav","61135eb097c6eb84381896ac","fricative","German","o","Spanish",1,2
"8899","fin","span","1.02962963","stim/peuf_g.wav","61135eb097c6eb84381896ac","bilabial","German","y","Spanish",0,1
"8900","fun","eng","3.011111111","stim/f_schwa_g.wav","61135eb097c6eb84381896ac","fricative","German","schwa","Spanish",1,3
"8901","fun","eng","3.018518519","stim/p_schwa_g.wav","61135eb097c6eb84381896ac","bilabial","German","schwa","Spanish",1,3
"8902","fin","span","1.214814815","stim/pief_g.wav","61135eb097c6eb84381896ac","bilabial","German","i","Spanish",0,1
"8903","fin","span","1.237037037","stim/fief_g.wav","61135eb097c6eb84381896ac","fricative","German","i","Spanish",0,1
